"";"X";"Y"
"1";35,445856886237;71,1136018595411
"2";51,3481008202672;66,1702839950688
"3";58,1170012176127;73,0057835951121
"4";58,0080845376207;70,2798779800674
"5";49,5045002197911;67,8288569079293
"6";52,1605467407425;75,7740693429421
"7";47,974942810333;68,8209847483399
"8";51,691816625867;65,66107380954
"9";51,9723604784519;74,7081169597848
"10";41,9034813071987;67,6686056169552
"11";50,4228799015197;67,7633218010232
"12";50,5689690566505;67,4555822529979
"13";44,8810452063876;71,1402636073519
"14";56,4770032745693;72,1043571183455
"15";49,3108644709908;74,142889010702
"16";57,1443547760854;72,0622742368288
"17";51,8999064043552;70,9247770430937
"18";45,7708485049638;69,9885837351612
"19";63,1466471614056;68,7065899509832
"20";58,0501367062994;69,6626306222099
"21";47,557241143579;71,7117213813434
"22";56,9996048216206;65,534676153736
"23";50,4919837215559;68,8636213030768
"24";47,1668455278702;68,8857072775153
"25";50,49857957904;72,6815851849837
"26";48,7348034522133;71,9508705126551
"27";54,4307622406084;70,5756146918509
"28";49,0701056685766;70,0292031931775
"29";51,012234167089;72,9047121615973
"30";54,1975672325295;69,6327061528537
"31";44,7178719748395;72,3973346924099
"32";56,1895951689332;75,5480561001102
"33";47,1765851040943;73,0118349496561
"34";54,7647623237848;65,3383165005204
"35";53,4131715485055;69,0236371404583
"36";59,679357967303;67,9219907324874
"37";53,7701485190666;72,9051714415568
"38";43,2511324517779;71,1537493322282
"39";54,0793096155772;69,9851128858128
"40";52,1455142663896;70,834258802831
"41";45,0828762676407;70,9190114977064
"42";43,8573266819405;74,08509501158
"43";44,3045823610841;73,810417027266
"44";46,8857611470325;71,7715653083691
"45";43,5810315491683;72,6633227889014
"46";52,9797751437308;67,9938151044581
"47";53,4181321540776;72,248054114921
"48";47,1209622345483;64,5979687084795
"49";44,3850023756017;69,5942086478302
"50";49,5275005497708;64,6602643929372
"51";45,062180410027;64,3147952531157
"52";58,9867937490644;68,3361400187316
"53";58,1910874466191;70,1882513470156
"54";56,0740497955615;69,8727152910209
"55";58,7957502727778;68,7241092835644
"56";50,3771505080678;71,6594550696686
"57";53,8854120453759;66,1449288322971
"58";48,6227635689162;65,0929323866437
"59";48,0824498370809;67,7635006634683
"60";49,9116907950836;67,7423503858327
"61";43,0344674762383;69,6230662276335
"62";56,6235032342649;68,2373722615917
"63";54,6914147960319;71,3347365297271
"64";52,4266254093436;67,4261223063936
"65";50,9427401706261;69,7279009262259
"66";42,1210301838043;71,917451301509
"67";53,9331708954964;68,7483509448619
"68";45,3269366563371;71,5132913654097
"69";52,5098632213473;74,2120080508515
"70";45,1025522073872;67,8652716558385
"71";56,2605981919089;69,3407561494306
"72";50,3618027484573;67,5467464748929
"73";49,5149817568;69,1793056780136
"74";54,5505884989604;67,1981340338339
"75";45,7215516748522;68,9026018524922
"76";54,1576297604498;67,8064369886111
"77";54,8826569475098;74,338732715597
"78";51,6575841330893;69,5898556538894
"79";46,4182130094631;71,0311129144802
"80";51,5767492915425;66,9050250930616
"81";46,8051111625406;67,5578637941746
"82";51,1894009049022;72,8892704606788
"83";52,5607264857946;66,7156401231573
"84";52,9405990860009;75,9891098036607
"85";43,450705534705;67,6754820487319
"86";53,5423608898694;69,686235458243
"87";49,3579927166073;71,1860521594151
"88";58,9233612788741;65,528530992956
"89";50,504662594102;66,4924197190584
"90";54,7569747199729;71,1213852357235
"91";42,960245181563;67,5605342882368
"92";48,5980969076469;71,082626646568
"93";56,0811229031421;70,0206810608642
"94";47,6999952842294;73,12434058875
"95";56,5372208674441;68,5102017602584
"96";51,256057880013;70,5529756013878
"97";52,6621771082126;69,2476107587213
"98";50,6276782472637;63,8863401462755
"99";50,5161850756977;69,8819790600055
"100";53,5034171974554;67,704819963558
"101";49,2411027196517;69,7573165933442
"102";51,421288545984;71,2905830824576
"103";54,0774166381909;78,1625749386863
"104";44,7838058343741;67,6203564498511
"105";52,8358411480656;71,7430990239729
"106";46,9054521647967;67,9552684529568
"107";44,8734278861919;70,9317189713797
"108";41,5812263103573;69,6136333461112
"109";49,1025882685344;69,4986580258084
"110";48,0456895432753;72,2485733257329
"111";54,4312638884934;70,3201291625497
"112";49,7302004971182;72,047124748689
"113";54,9491692144342;64,6103805441215
"114";48,5244675575133;71,9731183430711
"115";55,752238531979;66,2813223895118
"116";59,2281224919523;70,2547078036435
"117";54,4835286310361;69,2951478213545
"118";53,3100486122322;70,2485679345048
"119";51,5780068558397;70,6710663651324
"120";57,0144487647655;67,7579958979662
"121";60,1353791657961;72,8766687777577
"122";42,2272790177024;70,8309963252426
"123";52,8425924938501;72,1935008202157
"124";50,564947396894;66,2607900615904
"125";43,4990768899623;68,3047274097759
"126";56,2659650715144;70,4503572626638
"127";49,1954112642056;77,3887999612786
"128";51,1506301230277;69,5619412820173
"129";50,2904208603018;71,3989128505299
"130";45,5040209391785;71,0136554048678
"131";47,8314867142695;68,5080447003584
"132";53,1514261368821;66,0706423788306
"133";52,9401848154643;69,3652784636603
"134";52,5112378232928;72,0309522815049
"135";53,7767836801137;72,4321987877594
"136";52,7231046891924;73,2600020278836
"137";52,5696131174543;71,8235566193565
"138";50,6576670984603;68,2387516745749
"139";50,9399673189119;70,230309371375
"140";45,4657268475414;73,629936666554
"141";47,1039982150453;66,3451493710426
"142";50,1216228969155;69,9153077233499
"143";54,9543430193835;71,421662305865
"144";52,5372981086808;70,7356986871806
"145";52,4333227550279;73,891096644998
